majorTitle,catalogYear,courseCode,prefix,courseTypeId
Computer Engineering (B.S),2019-2020,1001,CSCE,2
Computer Engineering (B.S),2019-2020,1101,CSCE,2
Computer Engineering (B.S),2019-2020,1102,CSCE,2
Computer Engineering (B.S),2019-2020,2202,CSCE,2
Computer Engineering (B.S),2019-2020,2203,CSCE,2
Computer Engineering (B.S),2019-2020,2301,CSCE,2
Computer Engineering (B.S),2019-2020,2303,CSCE,2
Computer Engineering (B.S),2019-2020,2302,CSCE,2
Computer Engineering (B.S),2019-2020,2501,CSCE,2
Computer Engineering (B.S),2019-2020,3301,CSCE,2
Computer Engineering (B.S),2019-2020,3303,CSCE,2
Computer Engineering (B.S),2019-2020,3304,CSCE,2
Computer Engineering (B.S),2019-2020,3302,CSCE,2
Computer Engineering (B.S),2019-2020,3701,CSCE,2
Computer Engineering (B.S),2019-2020,3401,CSCE,2
Computer Engineering (B.S),2019-2020,3402,CSCE,2
Computer Engineering (B.S),2019-2020,3611,CSCE,2
Computer Engineering (B.S),2019-2020,4301,CSCE,2
Computer Engineering (B.S),2019-2020,3312,CSCE,2
Computer Engineering (B.S),2019-2020,4302,CSCE,2
Computer Engineering (B.S),2019-2020,3313,CSCE,2
Computer Engineering (B.S),2019-2020,4411,CSCE,2
Computer Engineering (B.S),2019-2020,4950,CSCE,2
Computer Engineering (B.S),2019-2020,4980,CSCE,2
Computer Engineering (B.S),2019-2020,4981,CSCE,2
Computer Engineering (B.S),2019-2020,3201,MGMT,2
Computer Engineering (B.S),2019-2020,3101,CSCE,3
Computer Engineering (B.S),2019-2020,3102,CSCE,3
Computer Engineering (B.S),2019-2020,3103,CSCE,3
Computer Engineering (B.S),2019-2020,3104,CSCE,3
Computer Engineering (B.S),2019-2020,3311,CSCE,3
Computer Engineering (B.S),2019-2020,4201,CSCE,3
Computer Engineering (B.S),2019-2020,4602,CSCE,3
Computer Engineering (B.S),2019-2020,4314,CSCE,3
Computer Engineering (B.S),2019-2020,4313,CSCE,3
Computer Engineering (B.S),2019-2020,4701,CSCE,3
Computer Engineering (B.S),2019-2020,4421,CSCE,3
Computer Engineering (B.S),2019-2020,4101,CSCE,3
Computer Engineering (B.S),2019-2020,4501,CSCE,3
Computer Engineering (B.S),2019-2020,4621,CSCE,3
Computer Engineering (B.S),2019-2020,4502,CSCE,3
Computer Engineering (B.S),2019-2020,4603,CSCE,3
Computer Engineering (B.S),2019-2020,3601,CSCE,3
Computer Engineering (B.S),2019-2020,4702,CSCE,3
Computer Engineering (B.S),2019-2020,4930,CSCE,3
Computer Engineering (B.S),2019-2020,4910,CSCE,3
Computer Engineering (B.S),2019-2020,4103,ECNG,3
Computer Engineering (B.S),2019-2020,4930,ECNG,3
Computer Engineering (B.S),2019-2020,3143,MACT,3
Computer Engineering (B.S),2019-2020,3145,MACT,3
Computer Engineering (B.S),2019-2020,3133,MACT,3
Computer Engineering (B.S),2019-2020,4134,MACT,3
Computer Engineering (B.S),2019-2020,4212,MACT,3
Computer Engineering (B.S),2019-2020,4135,MACT,3
Computer Engineering (B.S),2019-2020,1005,CHEM,5
Computer Engineering (B.S),2019-2020,1015,CHEM,5
Computer Engineering (B.S),2019-2020,1001,ENGR,5
Computer Engineering (B.S),2019-2020,1005,ENGR,5
Computer Engineering (B.S),2019-2020,2102,ENGR,5
Computer Engineering (B.S),2019-2020,2104,ENGR,5
Computer Engineering (B.S),2019-2020,3202,ENGR,5
Computer Engineering (B.S),2019-2020,3222,ENGR,5
Computer Engineering (B.S),2019-2020,3322,ENGR,5
Computer Engineering (B.S),2019-2020,1121,MACT,5
Computer Engineering (B.S),2019-2020,1122,MACT,5
Computer Engineering (B.S),2019-2020,2131,MACT,5
Computer Engineering (B.S),2019-2020,2123,MACT,5
Computer Engineering (B.S),2019-2020,2141,MACT,5
Computer Engineering (B.S),2019-2020,2132,MACT,5
Computer Engineering (B.S),2019-2020,3224,MACT,5
Computer Engineering (B.S),2019-2020,1011,PHYS,5
Computer Engineering (B.S),2019-2020,1021,PHYS,5
Computer Engineering (B.S),2019-2020,1012,PHYS,5
Computer Engineering (B.S),2019-2020,1022,PHYS,5
Computer Engineering (B.S),2019-2020,2211,PHYS,5
Computer Engineering (B.S),2019-2020,2213,PHYS,5
Computer Science (B.S),2019-2020,1001,CSCE,2
Computer Science (B.S),2019-2020,1101,CSCE,2
Computer Science (B.S),2019-2020,1102,CSCE,2
Computer Science (B.S),2019-2020,2202,CSCE,2
Computer Science (B.S),2019-2020,2203,CSCE,2
Computer Science (B.S),2019-2020,2301,CSCE,2
Computer Science (B.S),2019-2020,2303,CSCE,2
Computer Science (B.S),2019-2020,2302,CSCE,2
Computer Science (B.S),2019-2020,3104,CSCE,2
Computer Science (B.S),2019-2020,3301,CSCE,2
Computer Science (B.S),2019-2020,3302,CSCE,2
Computer Science (B.S),2019-2020,3701,CSCE,2
Computer Science (B.S),2019-2020,3401,CSCE,2
Computer Science (B.S),2019-2020,3402,CSCE,2
Computer Science (B.S),2019-2020,4201,CSCE,2
Computer Science (B.S),2019-2020,4101,CSCE,2
Computer Science (B.S),2019-2020,4950,CSCE,2
Computer Science (B.S),2019-2020,4980,CSCE,2
Computer Science (B.S),2019-2020,4981,CSCE,2
Computer Science (B.S),2019-2020,2501,CSCE,3
Computer Science (B.S),2019-2020,3101,CSCE,3
Computer Science (B.S),2019-2020,3102,CSCE,3
Computer Science (B.S),2019-2020,3103,CSCE,3
Computer Science (B.S),2019-2020,3311,CSCE,3
Computer Science (B.S),2019-2020,4602,CSCE,3
Computer Science (B.S),2019-2020,4301,CSCE,3
Computer Science (B.S),2019-2020,3303,CSCE,3
Computer Science (B.S),2019-2020,3304,CSCE,3
Computer Science (B.S),2019-2020,3312,CSCE,3
Computer Science (B.S),2019-2020,3611,CSCE,3
Computer Science (B.S),2019-2020,4314,CSCE,3
Computer Science (B.S),2019-2020,4313,CSCE,3
Computer Science (B.S),2019-2020,4302,CSCE,3
Computer Science (B.S),2019-2020,3313,CSCE,3
Computer Science (B.S),2019-2020,4701,CSCE,3
Computer Science (B.S),2019-2020,4411,CSCE,3
Computer Science (B.S),2019-2020,4421,CSCE,3
Computer Science (B.S),2019-2020,4702,CSCE,3
Computer Science (B.S),2019-2020,4501,CSCE,3
Computer Science (B.S),2019-2020,4621,CSCE,3
Computer Science (B.S),2019-2020,4502,CSCE,3
Computer Science (B.S),2019-2020,3601,CSCE,3
Computer Science (B.S),2019-2020,4603,CSCE,3
Computer Science (B.S),2019-2020,4930,CSCE,3
Computer Science (B.S),2019-2020,4910,CSCE,3
Computer Science (B.S),2019-2020,2141,MACT,3
Computer Science (B.S),2019-2020,3143,MACT,3
Computer Science (B.S),2019-2020,3145,MACT,3
Computer Science (B.S),2019-2020,3133,MACT,3
Computer Science (B.S),2019-2020,4134,MACT,3
Computer Science (B.S),2019-2020,4212,MACT,3
Computer Science (B.S),2019-2020,4135,MACT,3
Computer Science (B.S),2019-2020,4604,CSCE,3
Computer Science (B.S),2019-2020,1121,MACT,4
Computer Science (B.S),2019-2020,1122,MACT,4
Computer Science (B.S),2019-2020,2131,MACT,4
Computer Science (B.S),2019-2020,2123,MACT,4
Computer Science (B.S),2019-2020,2132,MACT,4
Computer Science (B.S),2019-2020,3211,MACT,4
Computer Science (B.S),2019-2020,3223,MACT,4
Computer Science (B.S),2019-2020,1011,PHYS,4
Computer Science (B.S),2019-2020,1021,PHYS,4
Computer Science (B.S),2019-2020,1012,PHYS,4
Computer Science (B.S),2019-2020,1022,PHYS,4
Computer Science (B.S),2019-2020,2211,PHYS,4
Computer Science (B.S),2019-2020,2213,PHYS,4
